"Iteration","Continuity: Residual","X-momentum: Residual","Y-momentum: Residual","Z-momentum: Residual","Energy: Residual","Tke: Residual","Tdr: Residual","O2: Residual","CO2: Residual","CO: Residual","CH4: Residual","H2O: Residual","N2: Residual"
2211.0,2.402120835147319E-7,1.1037021878211197E-7,5.636858426975653E-7,1.5378824412303525E-7,0.0889370111250774,3.935364279387275E-8,3.433954134741308E-7,7.3369087463786914E-9,1.3298196258056234E-8,8.055576751302643E-9,7.431123022862155E-10,3.118197154492581E-9,3.0804138714820034E-9
2214.0,2.0809906987619545E-7,1.069551675292753E-7,3.8780288191558474E-7,1.5845446106963556E-7,0.08970619172120013,4.0706187132813784E-8,3.5582147255401827E-7,8.655729706491955E-9,1.672984847184558E-8,1.0552365455800851E-8,3.2803162280428417E-10,4.9984343663432805E-9,3.0870962577275935E-9
2216.0,2.2643951907850363E-7,9.837226662309173E-8,3.7952972255099843E-7,1.5553207643688893E-7,0.08733454247971752,4.042180355044329E-8,4.1603777953426916E-7,8.135744231869514E-9,1.6110759844906194E-8,1.0158201663167165E-8,2.853068549363012E-10,4.177447821302088E-9,3.446587336539322E-9
2219.0,1.8307045858904085E-7,9.448642869539293E-8,5.08576577501706E-7,1.5265714803567499E-7,0.07793101837592356,4.3138548578261566E-8,3.8728202506453406E-7,6.298097258892341E-9,1.1172345120137608E-8,6.976956283224319E-9,8.638271474124331E-10,2.5901155322070456E-9,2.6907162238264818E-9
2221.0,1.6799634437457573E-7,9.58123824829506E-8,5.167600106320656E-7,1.4850471497964415E-7,0.0783777826296797,4.392672162126251E-8,3.9465046656208233E-7,6.761269312206423E-9,1.3382255776489005E-8,8.613294787235717E-9,6.298323016484806E-10,2.058294410834265E-9,2.7130400611371593E-9
2224.0,1.6591776966529552E-7,1.0349363010820016E-7,5.129578197221839E-7,1.5526784008829597E-7,0.08503075096727687,4.543404405562975E-8,3.295295163143048E-7,8.373135451816665E-9,1.750079793585605E-8,1.1034205399861297E-8,2.710759004368075E-10,3.726066867259431E-9,2.6698647656991526E-9
2226.0,1.6513175162554E-7,1.127301871366801E-7,4.4279289981007144E-7,1.6159493608294837E-7,0.08138265253546369,4.7357144594744447E-8,3.1891807438949815E-7,8.150275212652368E-9,1.466131874388487E-8,9.318019320413829E-9,3.019208164038417E-10,3.733569307394272E-9,3.289620036786106E-9
2229.0,1.9098550467486232E-7,1.202733017204714E-7,4.050073603459957E-7,1.730923423202862E-7,0.08098295986247024,4.880945742344856E-8,4.2119505957697874E-7,8.420969949381639E-9,1.5208634729124637E-8,9.485646691240332E-9,7.244436221758183E-10,2.4213561341688103E-9,2.9592991694204224E-9
2232.0,1.9722897300914375E-7,1.2188693791901555E-7,4.2990144100666037E-7,1.7785831226001817E-7,0.08820952139742426,4.967422516017257E-8,4.5918831498111985E-7,8.813363988508889E-9,1.8109455236574224E-8,1.1636987336905968E-8,3.4206020948118985E-10,5.606844068136766E-9,3.244160049412551E-9
2234.0,2.1269499957449243E-7,1.272747367148319E-7,4.91459513991436E-7,1.8471891881270556E-7,0.08407925018242608,5.081889203146545E-8,4.992273041108951E-7,8.046203438105688E-9,1.5455457192741522E-8,9.635445712945165E-9,2.663372918545306E-10,3.4078566529162476E-9,2.8815513538657528E-9
2237.0,2.179222191430062E-7,1.3368615438737453E-7,6.486765315382063E-7,1.8893765469218946E-7,0.08772237522447324,4.870865369323799E-8,5.918221595773404E-7,7.498084136464569E-9,1.4803861311090563E-8,9.119313464475735E-9,5.928159059055311E-10,2.448581955205328E-9,2.670619353484182E-9
2239.0,2.395831637452716E-7,1.4033114274901294E-7,5.797664912130207E-7,1.9162160488334447E-7,0.08133746107525684,4.8255031213377503E-8,5.792249595717848E-7,6.9463727299646015E-9,1.1139469718880113E-8,6.976622834915081E-9,1.2237233855978023E-9,3.1036545708309807E-9,2.3982529784756833E-9
2242.0,2.033754362431572E-7,1.4653282364524775E-7,4.881665614603318E-7,1.7743523309928462E-7,0.08089506530730499,4.307832890354247E-8,4.871599192935371E-7,7.488979942644001E-9,1.4549855034397258E-8,9.197698947996815E-9,2.9962943391621643E-10,3.117298625439772E-9,2.9181342926946922E-9
2244.0,1.9817915368981205E-7,1.5118725749459868E-7,4.676475928675274E-7,1.6503944863239957E-7,0.09003088340819951,4.177048001780731E-8,4.73641497854046E-7,8.679824753364764E-9,1.66851178247882E-8,1.0733653127553762E-8,2.852952520043947E-10,5.923768624910782E-9,3.589332771592857E-9
2247.0,1.8162793079687483E-7,1.4522938894898108E-7,4.752930966327863E-7,1.453986932901707E-7,0.11469922056151308,3.522280781315461E-8,3.986567733358851E-7,7.360494432626585E-9,1.3991948792346027E-8,9.03234495789807E-9,1.1064445052459327E-9,2.8903231350857708E-9,2.4927019334134034E-9
2250.0,1.6964009839757293E-7,1.3197905087016387E-7,3.8943513402625167E-7,1.3346853938459164E-7,0.0942912312707019,3.6394988237241903E-8,5.252971718057021E-7,8.534386898998863E-9,1.649836937619201E-8,1.0263943760312555E-8,3.019812543062603E-10,4.2993179134329745E-9,3.3710297665214083E-9
2252.0,2.065247377339395E-7,1.2416893501887116E-7,5.929822526021445E-7,1.3884769912271807E-7,0.14424302030048958,3.8402167450589664E-8,3.710165683414499E-7,9.242525972369074E-9,2.0082934710709507E-8,1.2811147067318657E-8,2.8623620132983606E-10,4.2238084752336546E-9,2.8323955948218003E-9
2255.0,2.784885387191072E-7,1.2454340779691057E-7,4.860939887249237E-7,1.5991672530897644E-7,0.11729165988572224,3.985451895215985E-8,4.4664183371919917E-7,9.537326965615155E-9,1.717786387124776E-8,1.0803289940560134E-8,9.048040999303511E-10,5.193626680948081E-9,4.002732117908498E-9
2257.0,3.716377527432337E-7,1.3803258794970918E-7,6.547261713765236E-7,1.4398345579320986E-7,0.10434480126823491,3.997397788277009E-8,3.7735691360737213E-7,9.532240879028751E-9,1.402128848104595E-8,8.378182267793035E-9,9.970961193738874E-10,4.405531909244791E-9,3.3750223205871847E-9
2260.0,2.639714987078176E-7,1.2854796451287736E-7,5.893202688560643E-7,1.5334122000818634E-7,0.0924578903901111,3.811804532985566E-8,4.3527160566268994E-7,8.58404879005695E-9,1.568756650491805E-8,1.0025316997009901E-8,2.7530841132030263E-10,5.010220746469037E-9,2.996432331675425E-9
2263.0,2.0970556523418518E-7,1.2602184958417467E-7,5.471133472261113E-7,1.5957083611992256E-7,0.08263009977163971,4.215887634838361E-8,4.190547150594206E-7,7.517459780136647E-9,1.4736434718694138E-8,9.32658148122908E-9,8.486542134678811E-10,2.811203431838224E-9,2.8226255190586032E-9
2265.0,1.7779074542853386E-7,1.1996077269934848E-7,4.0296881447202605E-7,1.4849409651293442E-7,0.07881606054237437,4.40007440267009E-8,3.81687075312348E-7,7.364124662694521E-9,1.2476784628035177E-8,7.701321457784285E-9,1.1380737439199685E-9,2.9841496511212543E-9,2.298202500281739E-9
2268.0,1.5076470639193846E-7,1.1812327645337243E-7,3.619923608205344E-7,1.422455746135655E-7,0.08104440488712261,4.493851241226965E-8,5.574411053576097E-7,8.04197431582059E-9,1.5546508092392986E-8,9.952488776180615E-9,3.030694431182977E-10,3.5793038553046355E-9,2.821793332142219E-9
2270.0,1.4903027624634982E-7,1.167761944214894E-7,3.5900501180379847E-7,1.4714166711675777E-7,0.08692193393552765,4.420588118751339E-8,3.5848641323660943E-7,8.849563735893868E-9,1.8035721202762575E-8,1.1248805081736837E-8,2.923548841421482E-10,5.0243009286170685E-9,3.4564907641797147E-9
2273.0,1.539786370403137E-7,1.135259081262244E-7,4.1152748999963353E-7,1.530772564102658E-7,0.08246799551526497,3.979836644413796E-8,3.7966936736160455E-7,6.640767454706344E-9,1.2891045157949675E-8,8.114045765731082E-9,7.330794343327935E-10,2.2772516222991567E-9,2.399838981371499E-9
2275.0,1.5031355468648214E-7,1.1089546854136687E-7,4.159193027997832E-7,1.58008350634334E-7,0.07832324093784096,3.887000499434869E-8,5.921156512153991E-7,7.097816303476822E-9,1.298808811887026E-8,8.24560376269239E-9,9.153154425086844E-10,2.5209563245258162E-9,2.8840947759870068E-9
2278.0,1.7318548125649526E-7,1.0612911197677296E-7,3.737532619044324E-7,1.5786175567273392E-7,0.08470746502732471,4.166365886515138E-8,4.4321410872647923E-7,9.007673704840197E-9,1.9195915218017603E-8,1.227630094551335E-8,3.319595022881728E-10,5.233211518761802E-9,3.4490898143045668E-9
2281.0,1.5183068397379865E-7,1.0282955961907502E-7,3.7140553736357314E-7,1.4769999815301094E-7,0.08557746152801288,4.124079725615609E-8,5.102455720530325E-7,8.194350491384336E-9,1.4299547072130421E-8,8.840795965805767E-9,1.1074266264861918E-9,2.9551265613450903E-9,2.896204961622E-9
2283.0,1.7163888912415665E-7,9.77508248295346E-8,3.46637039451961E-7,1.41478174025436E-7,0.08387728179526154,4.0105602061153305E-8,4.3975801732853536E-7,9.739132643268482E-9,1.8444443804648903E-8,1.1339205537622652E-8,6.978369495653893E-10,2.587244830492239E-9,3.539358057685341E-9
2286.0,1.6617721657337453E-7,9.495704929628793E-8,3.3794640804341015E-7,1.350723734797016E-7,0.08352904196239377,4.1198145397646585E-8,4.5562675595466425E-7,8.91504360483312E-9,1.8051845020633357E-8,1.1542622894209498E-8,2.9131781998420063E-10,5.2499916841231074E-9,3.4127603636491553E-9
2288.0,2.117829115556641E-7,1.0064223289884007E-7,3.6817426733907037E-7,1.3579992651764426E-7,0.08949911075717414,4.575874801668841E-8,3.651748445739256E-7,1.013546185530992E-8,1.5779340246755495E-8,9.6917689039786E-9,2.914662185413928E-10,4.108763435962214E-9,3.4663572410152175E-9
2291.0,1.609327095436407E-7,1.0167832441295231E-7,3.9823154715778767E-7,1.349827027349183E-7,0.08243407713324034,4.147737646759063E-8,3.8726711830422123E-7,7.515545068469983E-9,1.3266399611388748E-8,8.222095533461684E-9,7.66898166496097E-10,2.494847499647154E-9,3.2818005938282604E-9
2293.0,1.5437846197072698E-7,1.0295594538457988E-7,4.2766594579235546E-7,1.3107556454095384E-7,0.08315315071334498,4.1434852108593534E-8,4.321822970672469E-7,6.8804565375542845E-9,1.2810597304317625E-8,7.98593433564237E-9,9.445521068040226E-10,2.5598260282773535E-9,2.4893971792749993E-9
2296.0,1.5935274642913745E-7,9.958027127616366E-8,3.785029461761779E-7,1.2576348918531E-7,0.0873157586576378,3.905601197219346E-8,4.4979405848328154E-7,7.596840909646497E-9,1.4921178889584725E-8,9.364749522127393E-9,2.845606016699229E-10,3.5355574560390216E-9,3.3368233368095537E-9
2299.0,1.390098219823783E-7,9.261377569755221E-8,3.9149828657543094E-7,1.1493244500886805E-7,0.08216372784325927,3.7230337213750744E-8,4.773560968135753E-7,6.777553096882313E-9,1.2320223083100269E-8,7.780916432211302E-9,8.269279119988853E-10,2.4073453084708685E-9,2.657895732828374E-9
2301.0,1.2927504685316203E-7,8.641702789288102E-8,3.8051670796827924E-7,1.0927611695927368E-7,0.08548942308470572,3.60367170073299E-8,4.800340102832121E-7,7.093988038666433E-9,1.4868964962598595E-8,9.504421901633211E-9,6.091663297677496E-10,1.9270554027064555E-9,2.479707474054608E-9
2304.0,1.211602890653097E-7,7.764457636153557E-8,3.413482234827328E-7,1.0340052206118512E-7,0.11991319466359783,3.46762727686424E-8,3.1131229488743706E-7,8.345808507090434E-9,1.5626580101647415E-8,1.0012085344865826E-8,2.8562484683004277E-10,4.423717121359309E-9,2.991858036424924E-9
2306.0,1.3351518476108853E-7,7.196877812757557E-8,2.9662340843889297E-7,1.0035134182306044E-7,0.16904881355003612,3.2740106181151126E-8,3.4843558824323345E-7,9.647465305324136E-9,1.9637120337239227E-8,1.252301432626785E-8,2.859449211952845E-10,3.4599712379481505E-9,2.657599509355453E-9
2309.0,1.5208894516129706E-7,7.049280704836611E-8,2.9978347822990096E-7,1.1100807760075464E-7,0.07966942504910758,3.106972405272161E-8,4.258685609851821E-7,6.8399503813658255E-9,1.2014192084768391E-8,7.538808618343207E-9,8.644281305766026E-10,2.4817974845034593E-9,2.721897120749126E-9
2312.0,1.7734717421624127E-7,8.491448081133614E-8,4.169224700558869E-7,1.3079158052118457E-7,0.09073593735834613,2.995506389947569E-8,3.897927179879181E-7,8.507947224323415E-9,1.6080735160567008E-8,1.0186097526696553E-8,2.9126739706647304E-10,3.768835591956557E-9,2.999653128732437E-9
2314.0,1.9516700805813393E-7,8.834759082479857E-8,4.041116816393269E-7,1.2618924272178157E-7,0.10106830928409127,2.931447618460514E-8,3.019264942500833E-7,9.726510367663767E-9,1.833561400084586E-8,1.1338389081952585E-8,2.990718104048385E-10,4.389660207984821E-9,3.6677552721769483E-9
2317.0,2.1664219932985845E-7,8.709993280620348E-8,3.893005625677186E-7,1.1993479067601533E-7,0.09082519958671681,3.1802903409050794E-8,3.7233832838875793E-7,7.385704319855769E-9,1.4160806879586385E-8,8.714294334550355E-9,7.570833359084381E-10,2.6902177522763555E-9,3.054532092141455E-9
2319.0,2.0505770863332178E-7,8.892300021649733E-8,3.2274434046178384E-7,1.20056740462046E-7,0.0849390057118484,3.306866209731246E-8,3.8537754941814944E-7,7.823767581482675E-9,1.5218526092529323E-8,9.671496622252631E-9,6.890837679604278E-10,2.7892568791773243E-9,2.848652776752044E-9
2322.0,2.1571634624181757E-7,9.557547965449996E-8,3.3087311383698593E-7,1.3679610546192877E-7,0.09053072802639626,3.473778899777513E-8,3.2557285651963233E-7,8.783690176801086E-9,1.5838370464593874E-8,1.0019532493491365E-8,3.526456810827022E-10,5.226934949028222E-9,3.4092325086985716E-9
2324.0,1.9179925540464588E-7,9.590086960898117E-8,3.110721262074665E-7,1.365908732278E-7,0.08586477279213335,3.6046581662836806E-8,4.6238576339346966E-7,7.987863528506073E-9,1.5368000337735233E-8,9.836169116871689E-9,2.6709323405186867E-10,2.942052808875925E-9,3.1421694428770625E-9
2327.0,1.8708451681442348E-7,1.077861618311375E-7,3.666817872678116E-7,1.4267537401416245E-7,0.08961552129766068,3.8741900468818156E-8,5.139346041124372E-7,8.761414750048432E-9,1.7865270112529708E-8,1.1154088291637672E-8,6.154803200033255E-10,2.361606319500465E-9,3.087257114031168E-9
2330.0,1.7521688596960519E-7,1.1515808888557515E-7,3.4276157237244983E-7,1.5402648779282006E-7,0.09616722148990871,4.1988015012211125E-8,4.13236009968754E-7,9.425685645300078E-9,1.5487532711053867E-8,9.783265806310011E-9,3.4179808352128846E-10,6.776981598173766E-9,4.5501746361402965E-9
2332.0,1.9232452029887838E-7,1.2003917565526342E-7,3.837481167273598E-7,1.634283230862006E-7,0.07941229737871838,4.3245119688900554E-8,3.5741135965334264E-7,7.721056046372951E-9,1.5172271838996843E-8,9.487076814819026E-9,2.722775510454153E-10,3.3000360703301052E-9,2.59980583612282E-9
2335.0,1.838931821766192E-7,1.1945320127853624E-7,5.048949414287556E-7,1.669491123940593E-7,0.07989090792478278,4.380891564207569E-8,3.6227573318717593E-7,7.423433970613821E-9,1.4297846865863256E-8,8.804607266744963E-9,6.78718703084132E-10,2.6266267468805963E-9,2.4581607100564383E-9
2337.0,1.810754387157449E-7,1.1932333203259232E-7,4.501737012338522E-7,1.682741644285254E-7,0.07673446641271846,4.426801936217669E-8,4.159262223169744E-7,7.058840837599711E-9,1.1437077155327459E-8,7.330317858716664E-9,1.2797548334026751E-9,3.1809883268137313E-9,2.5430276693804283E-9
2340.0,1.9316041218659464E-7,1.188042288839813E-7,4.433614080984952E-7,1.6962262657818827E-7,0.08173881122835568,4.346537159844788E-8,4.3816880767666754E-7,7.53797204823869E-9,1.5192068619716343E-8,9.665556153579988E-9,2.6415370718656367E-10,3.4405600854025196E-9,2.6352561817854758E-9
2342.0,2.1431070534694603E-7,1.2545216071425715E-7,4.034469803780465E-7,1.7942558524774794E-7,0.09473858126004028,4.766604781800248E-8,4.0162977543435136E-7,9.872446343997871E-9,1.7130469135229524E-8,1.1055963930721524E-8,3.5784237426424157E-10,6.385729356299116E-9,3.851709851139099E-9
2345.0,2.2999966309349244E-7,1.3677325147100777E-7,5.450463999242253E-7,1.827824474897744E-7,0.08413981378136245,4.5992280786160616E-8,4.6158468404002874E-7,7.684812480109632E-9,1.1191735317957977E-8,7.029920557520454E-9,1.2747408153856054E-9,3.459883899597752E-9,4.100386271566544E-9
2348.0,2.2741821895437836E-7,1.467636539864548E-7,4.2169444488398215E-7,1.8255581289031277E-7,0.0853697515255132,4.5518568205680736E-8,4.64537484783139E-7,1.0051886387450944E-8,1.760622613142561E-8,1.1082089843890918E-8,2.9064020542289575E-10,4.0317265723046504E-9,3.4595398247123953E-9
2350.0,2.1196273950185562E-7,1.4536519531837366E-7,4.5843362202835656E-7,1.8169844062652118E-7,0.09122165441150934,4.838308097913217E-8,4.1024840600109336E-7,8.746353911253186E-9,1.5877115759318974E-8,1.0095784638809444E-8,3.406505503075932E-10,5.919194754949621E-9,3.4292936833261715E-9
2353.0,1.7821644953015747E-7,1.3506830857870597E-7,4.7055086427548804E-7,1.619598742900917E-7,0.0859891477058051,4.5597032837556116E-8,4.773187598645918E-7,7.0769141266895294E-9,1.1992879473709429E-8,7.471778719164092E-9,1.0512709147398567E-9,2.9397022581980675E-9,2.9258711657044126E-9
2355.0,1.6581221048179093E-7,1.2373565867875058E-7,4.052869093473571E-7,1.5212311226616197E-7,0.11619928247027314,4.398649673337241E-8,5.29670530289077E-7,8.656962151979388E-9,1.6627251218064905E-8,1.0238692285513253E-8,7.878336740408992E-10,2.6274557733251204E-9,2.750611511318528E-9
2358.0,2.519500576789967E-7,1.0459342425266191E-7,3.776082413986943E-7,1.3677187639946588E-7,0.10469117888593998,4.22402784809729E-8,5.29366963802434E-7,9.4455728947197E-9,1.8610995135199358E-8,1.1888481596411616E-8,2.9089551444762355E-10,5.1590247916526406E-9,3.509720451571111E-9
2361.0,1.8375624832292778E-7,1.0640015202778462E-7,4.962492408056817E-7,1.4916952841028986E-7,0.09423594126276628,3.8794496339309715E-8,4.264363937222089E-7,8.026016790258945E-9,1.2429826487383567E-8,7.70266941533017E-9,1.0114156481271831E-9,3.2962691996385585E-9,5.043914681235448E-9
2363.0,2.02115640416089E-7,1.173672420850344E-7,6.348784010295422E-7,1.6281107418952668E-7,0.09208574999545723,4.168041958368801E-8,4.81838158566088E-7,9.15353898253697E-9,1.512413022410098E-8,8.976723935405603E-9,9.066511166620737E-10,3.6629065879013216E-9,3.4663912191588038E-9
2366.0,2.5918046934308315E-7,1.280843403900774E-7,5.732642864387028E-7,1.467417673231577E-7,0.10499533994335195,4.350292109944556E-8,4.0731223353845944E-7,9.702943867654483E-9,1.773446233620881E-8,1.1096089019586951E-8,3.2703451754670455E-10,6.281279964359472E-9,4.340154921376945E-9
2368.0,2.9106007425209714E-7,1.1992909380084695E-7,5.227864194010994E-7,1.4305672550932704E-7,0.09051182372940954,4.247438136082041E-8,4.222689385788218E-7,1.0335853770562638E-8,1.7076151281111973E-8,1.025831650118455E-8,2.805514995914118E-10,4.587072470344289E-9,3.7136947547875775E-9
2371.0,2.137172668244885E-7,1.0726926997307108E-7,3.395843769741221E-7,1.354866915389532E-7,0.09028805694587771,3.982692241046092E-8,4.896469027428217E-7,9.835199460757345E-9,1.829320586255128E-8,1.1026526079484997E-8,8.152204580328934E-10,3.2026561768053153E-9,3.6275919607105096E-9
2373.0,2.5172548523059103E-7,1.0418014706807138E-7,5.136314106989718E-7,1.4388030580429112E-7,0.08632946987587632,4.0832969509794514E-8,4.669325657545955E-7,8.204826357421334E-9,1.4465210689963257E-8,8.882400378167703E-9,8.78326620350021E-10,3.16697920936637E-9,3.2103002582320907E-9
2376.0,2.0844353718613814E-7,9.023672149012455E-8,4.6613079024295686E-7,1.3063077152993747E-7,0.09335342504425208,4.045668413489963E-8,4.5685479423247295E-7,1.0699104156653693E-8,1.710272657691978E-8,1.0518498898951906E-8,2.7870490607826515E-10,4.80622054245307E-9,3.875683093462601E-9
2379.0,1.7181295902070094E-7,9.435117378836325E-8,3.81397236394238E-7,1.4019176042733396E-7,0.08521842539612604,3.897215725862361E-8,4.4573415732855704E-7,7.905835437369191E-9,1.4263183544676232E-8,8.774972674885258E-9,9.293753463661536E-10,2.7452779275751957E-9,3.533560541067798E-9
2381.0,1.5535750938940127E-7,9.549704486226076E-8,3.9402860936899775E-7,1.4997590338918462E-7,0.084916451823005,4.3018965655296725E-8,5.141018516311227E-7,7.2126730551910205E-9,1.4711274294135667E-8,9.215941399278365E-9,7.740408249737536E-10,2.312468940591447E-9,2.8731508052349275E-9
2384.0,1.7716102078301965E-7,9.979113973777763E-8,3.5265339489026953E-7,1.610059105222937E-7,0.08669195210173432,5.004513952485143E-8,4.3484913421151994E-7,9.951629058785329E-9,1.4754634125230469E-8,9.461978412728024E-9,2.766332785146773E-10,4.306073449791682E-9,5.013764029302779E-9
2386.0,2.6295571735099504E-7,1.0593649150655655E-7,3.9287433845904306E-7,1.6615670924102428E-7,0.09200959332979804,5.361437717213186E-8,4.1350492097914827E-7,9.920294310386116E-9,1.9629619927148366E-8,1.24016667393633E-8,3.3494945475854455E-10,4.54549559814755E-9,3.2119936692155187E-9
2389.0,1.751033896095082E-7,1.1253096716564369E-7,4.476991915132139E-7,1.7430556705518223E-7,0.08198715821695123,5.571828683951286E-8,4.837200334102191E-7,6.700629433263461E-9,1.181712557693529E-8,7.486829034725473E-9,8.06825909521625E-10,2.337161784567687E-9,3.433572939357766E-9
2391.0,1.679437449705301E-7,1.1708013393254097E-7,4.358087520039506E-7,1.7033332319327106E-7,0.08116541111315462,5.395877906595386E-8,4.747026249140257E-7,7.051568269492616E-9,1.333519795412367E-8,8.41073657128454E-9,8.869101896750223E-10,2.5849656716814865E-9,2.9168082867790336E-9
2394.0,1.7063049552027014E-7,1.2422516035233584E-7,4.017187841086502E-7,1.630189626157796E-7,0.11232482936795389,4.886934861527567E-8,4.950213914877911E-7,8.020984024314484E-9,1.6106860049429655E-8,1.0302156778940024E-8,3.4847046737710914E-10,4.243505997512492E-9,3.0533461213655917E-9
2397.0,1.4852630537121456E-7,1.3085267722511725E-7,3.711082774774572E-7,1.5801746172599994E-7,0.13522483258906712,4.1076793995908273E-8,5.218394056273091E-7,8.070548516646686E-9,1.6833196122129097E-8,1.0673718814698392E-8,8.052495354612918E-10,2.3741264506917576E-9,2.5461023365680965E-9
2399.0,1.524396669935829E-7,1.3605541349172902E-7,4.2749255659044394E-7,1.5804560500354548E-7,0.10703591872952747,3.5527644045345834E-8,4.640397543799155E-7,7.756213962698407E-9,1.418569586209142E-8,8.984559440295463E-9,1.041300041939158E-9,2.909252267281593E-9,3.383204495522448E-9
2402.0,2.1471505973377787E-7,1.4975905246083496E-7,6.28382579291778E-7,1.8370683155780774E-7,0.09554671264991936,3.298148079295234E-8,3.5615339143816854E-7,8.599113455453804E-9,1.5174109179290537E-8,9.428427480585484E-9,3.144947457480106E-10,4.753219351573062E-9,3.8714030134963035E-9
2404.0,2.3768554930116726E-7,1.4619220008896448E-7,5.545086782058697E-7,1.728322429298238E-7,0.11676387766327917,3.626671531564953E-8,3.771801054237097E-7,1.0941165890035773E-8,1.809781538049526E-8,1.1165376789344076E-8,2.894079314969459E-10,6.513486530779199E-9,4.0568016437911434E-9
2407.0,2.8719152991338406E-7,1.412893462611213E-7,6.479491646139905E-7,1.763473504465065E-7,0.09545795276149363,3.9220284323146214E-8,4.935314109778631E-7,8.034744328467537E-9,1.3369603262860314E-8,8.112337254844632E-9,1.0694159530946446E-9,3.617815909677017E-9,3.725616580946937E-9
2410.0,3.000538156415229E-7,1.3095034852888018E-7,6.667997865251065E-7,1.912617345624417E-7,0.09713440623550618,4.72634541124572E-8,3.242175639091074E-7,8.74572110051312E-9,1.5938972925748016E-8,9.907208007130015E-9,3.21738438835921E-10,4.899723647930423E-9,3.582238481646771E-9
2412.0,2.6188131260705137E-7,1.360040526188688E-7,5.655764145764177E-7,2.0981660789921487E-7,0.09446351412455924,5.610488442316758E-8,3.5380339831612884E-7,1.0034510175866836E-8,1.775240199287634E-8,1.1030376289644807E-8,2.939599610050296E-10,5.592509486774032E-9,4.231613808443501E-9
2415.0,2.1616752861021105E-7,1.4118436865814123E-7,5.848713590223908E-7,1.91898049794726E-7,0.08451869512463799,5.755565014206592E-8,4.3923039303002297E-7,7.930745765362417E-9,1.3979715381043628E-8,8.858290038375644E-9,1.190055560833658E-9,3.3860632540110327E-9,2.9373816519090127E-9
2417.0,1.9961975814813326E-7,1.5294296145614867E-7,5.405785675812367E-7,1.8499813754234262E-7,0.08236228772095545,5.367553669297418E-8,5.02675029349694E-7,7.307009413187473E-9,1.365057297768356E-8,8.508459546916756E-9,7.604282739795097E-10,2.539007644936979E-9,2.818740264239532E-9
2420.0,1.9265629988065264E-7,1.6257438291662646E-7,5.307394141549026E-7,1.9307236496036778E-7,0.08256230927902707,4.5973666754934874E-8,4.367329116349343E-7,9.004806024782723E-9,1.6374693398326783E-8,1.0493973800034025E-8,3.044078638654172E-10,4.277625956545563E-9,3.227633830966168E-9
2422.0,1.8261607019665348E-7,1.6393020610238327E-7,4.840562418840877E-7,1.9673042655538293E-7,0.08684045134501324,4.4116861775235334E-8,3.76224002019327E-7,8.44588134220365E-9,1.719434348637325E-8,1.087418654945216E-8,3.426305367469446E-10,3.5408360330123344E-9,2.9748528805142556E-9
2425.0,1.9628838809846003E-7,1.5726608008753543E-7,4.725043132597923E-7,1.9289519301626776E-7,0.08094281209362178,4.456440155633218E-8,4.588652409607068E-7,8.308386576651608E-9,1.4354501415640384E-8,8.715728652740554E-9,1.1300681626811373E-9,3.120299573894766E-9,2.6206267873080295E-9
2428.0,2.0533654812977816E-7,1.4376342072012465E-7,4.7419871714519606E-7,1.794261210405279E-7,0.08881911533052231,4.5678742103664986E-8,5.260464288220454E-7,9.205813660512623E-9,1.7412794281170538E-8,1.1270366401654249E-8,3.076118042765447E-10,5.244991164359504E-9,3.8219527170055935E-9
2430.0,2.117894931643829E-7,1.3502570148746392E-7,4.664933837365331E-7,1.746837012795772E-7,0.08364608990787756,4.904504388536472E-8,3.296639603781816E-7,9.682184558750698E-9,1.646954660452628E-8,1.0044889426914943E-8,3.836214317131509E-10,4.6997994595177706E-9,3.424143971941536E-9
2433.0,1.6281361889161571E-7,1.199391301441946E-7,4.24339559787816E-7,1.5641763359299375E-7,0.08041034359541308,4.440270405075124E-8,4.246885830225976E-7,8.459268442779114E-9,1.536554297705765E-8,9.370403442528287E-9,7.539191353413493E-10,2.552276964822813E-9,2.8662496976803416E-9
2435.0,1.7351908008452328E-7,1.182068598397279E-7,4.186831191801486E-7,1.5576575139101446E-7,0.08207914272911035,4.3764756634170825E-8,4.90113763032517E-7,7.919159475751097E-9,1.3562590358886265E-8,8.529409761398817E-9,1.3016446314562138E-9,3.3092375532996926E-9,3.0093472502926264E-9
2438.0,2.224043940893995E-7,1.2573001155706984E-7,3.7726143036024547E-7,1.557378673227788E-7,0.1157458343327817,3.7579263353036605E-8,5.16586525034974E-7,9.288408838871496E-9,1.591977928075669E-8,9.717065709455159E-9,3.664499925627349E-10,2.8102294163849254E-9,3.25567319033044E-9
2440.0,1.7615476098164692E-7,1.2674069235401594E-7,3.437201914899322E-7,1.4972283564449152E-7,0.11963611342039625,3.489674707745985E-8,5.193001472740194E-7,1.0012417844757791E-8,1.8509654841733324E-8,1.1828703289434994E-8,2.7940294256987563E-10,5.9156281138135154E-9,3.428981216570345E-9
2443.0,1.606541352759235E-7,1.240069009294946E-7,3.7476752660680724E-7,1.4104400933383404E-7,0.08188235438835458,3.024646993674671E-8,6.497749632603477E-7,7.877229562773175E-9,1.4295096168529769E-8,8.937128594614548E-9,1.078478991573172E-9,3.067989787047047E-9,2.8503166588953914E-9
